name,value,year,lastValue,rank
金,13796.9000000001,2016.7,13659.1999999999,32
J.P. Morgan,13796.8,2015.1,13749,33
滨河深渊,13791.4,2008.3,13804.6,22
影留教会,13788.1999999999,2010.1,13706,23
虚空峡谷,13783.8,2017.4,13748.6,33
海盗湾,13779.2,2015.2,13859.6000000001,33
滨河深渊,13778.2,2008.4,13791.4,22
Pepsi,13777,2009.2,13741.5,22
扭曲丛林,13769.1000000001,2000.9,13680.2,18
瓦罗兰丛林,13765.1,2013.7,13660.7999999999,29
滨河深渊,13765,2008.5,13778.2,22
烈阳新城,13763,2013,13695.5000000001,27
海盗湾,13760,2013.5,13640.4000000001,28
Budweiser,13759.2,2014.8,13667.3,31
虚空之地,13754.5,2004.5,13514.2000000002,18
滨河深渊,13751.8,2008.6,13765,22
Sony,13749.8,2002.2,13824.4000000001,18
J.P. Morgan,13749,2015,13619.7000000001,33
虚空峡谷,13748.6,2017.3,13713.4,33
Pepsi,13741.5,2009.1,13706,22
滨河深渊,13738.6,2008.7,13751.8,21
滨河深渊,13725.4,2008.8,13738.6,21
德玛西亚,13724,2008,13455.3000000002,22
IKEA,13717.0000000001,2012.9,13616,26
Volkswa祖安n,13716,2014,13456.4000000002,31
虚空峡谷,13713.4,2017.2,13678.2,33
滨河深渊,13712.2,2008.9,13725.4,21
影留教会,13706,2010,13653.3,23
Pepsi,13706,2009,13660.3,21
滨河深渊,13699,2009,13712.2,22
海盗湾,13698.8,2015.3,13779.2,33
烈阳新城,13695.5000000001,2012.9,13628,27
滨河深渊,13692.7000000001,2007.9,13554.3999999999,20
Accenture,13691.1000000001,2017.7,13516.7999999998,34
暗影岛,13687.3000000006,2013.9,13025.5999999997,30
虚空峡谷,13685.4000000001,2004.6,13817,18
扭曲丛林,13680.2,2000.8,13591.3,18
NESCAFÉ,13680,2000,13680,18
虚空峡谷,13678.2,2017.1,13643,33
Sony,13675.2,2002.3,13749.8,18
Budweiser,13667.3,2014.7,13575.3999999999,31
瓦罗兰丛林,13660.7999999999,2013.6,13556.5,29
Pepsi,13660.3,2008.9,13614.6,22
金,13659.1999999999,2016.6,13521.5,32
影留教会,13653.3,2009.9,13600.6,23
召唤师起源,13649.9999999999,2014.8,13459.5000000001,32
SAP,13649,2010.5,13470.4000000002,24
虚空峡谷,13643,2017,13574.9000000001,33
海盗湾,13640.4000000001,2013.4,13520.7999999999,28
NESCAFÉ,13637,2000.1,13680,18
烈阳新城,13628,2012.8,13560.5,26
J.P. Morgan,13619.7000000001,2014.9,13490.3999999999,33
海盗湾,13618.3999999999,2015.4,13698.8,33
IKEA,13616,2012.8,13515,27
Pepsi,13614.6,2008.8,13568.9,22
影留教会,13600.6,2009.8,13547.9,23
Sony,13600.5999999999,2002.4,13675.2,18
Volkswa祖安n,13598.9000000001,2014.1,13716,31
NESCAFÉ,13594,2000.2,13637,18
扭曲丛林,13591.3,2000.7,13502.3999999999,18
Sony,13583,2008,13515.4000000001,23
Budweiser,13575.3999999999,2014.6,13483.5,31
虚空峡谷,13574.9000000001,2016.9,13506.8,33
Pepsi,13568.9,2008.7,13523.2,22
火,13563,2007,13368.9000000002,20
烈阳新城,13560.5,2012.7,13492.9999999999,26
瓦罗兰丛林,13556.5,2013.5,13452.2000000001,29
滨河深渊,13554.3999999999,2007.8,13416.1000000001,20
虚空峡谷,13553.7999999999,2004.7,13685.4000000001,18
NESCAFÉ,13551,2000.3,13594,18
影留教会,13547.9,2009.7,13495.2,23
海盗湾,13538,2015.5,13618.3999999999,33
Hyundai,13535,2018,13500.8,36
Sony,13526,2002.5,13600.5999999999,18
Pepsi,13523.2,2008.6,13477.5,23
金,13521.5,2016.5,13383.8000000001,32
火,13521,2007.1,13563,20
海盗湾,13520.7999999999,2013.3,13401.2000000001,28
Accenture,13516.7999999998,2017.6,13342.5,34
Sony,13515.4000000001,2007.9,13447.8,21
IKEA,13515,2012.7,13413.9999999999,27
虚空之地,13514.2000000002,2004.4,13273.8999999999,18
NESCAFÉ,13508,2000.4,13551,18
虚空峡谷,13506.8,2016.8,13438.7,33
扭曲丛林,13502.3999999999,2000.6,13413.5,18
Hyundai,13500.8,2017.9,13466.6,35
影留教会,13495.2,2009.6,13442.5,23
烈阳新城,13492.9999999999,2012.6,13425.5,26
J.P. Morgan,13490.3999999999,2014.8,13361.1000000001,33
Budweiser,13483.5,2014.5,13391.6000000001,31
Volkswa祖安n,13481.7999999999,2014.2,13598.9000000001,31
火,13479,2007.2,13521,20
Pepsi,13477.5,2008.5,13431.8,23
SAP,13470.4000000002,2010.4,13291.7999999999,24
诺克萨斯,13468.2000000002,2006.2,12922.0999999995,19
Hyundai,13466.6,2017.8,13432.4,35
NESCAFÉ,13465,2000.5,13508,18
召唤师起源,13459.5000000001,2014.7,13268.9999999998,32
海盗湾,13457.6000000001,2015.6,13538,33
Volkswa祖安n,13456.4000000002,2013.9,13196.7999999999,31
德玛西亚,13455.3000000002,2007.9,13186.5999999999,22
瓦罗兰丛林,13452.2000000001,2013.4,13347.9,29
Sony,13451.4000000001,2002.6,13526,18
Sony,13447.8,2007.8,13380.2,21
影留教会,13442.5,2009.5,13389.8,23
Kellogg's,13442,2014,13396.5,32
虚空峡谷,13438.7,2016.7,13370.5999999999,33
火,13437,2007.3,13479,20
Hyundai,13432.4,2017.7,13398.2,35
Pepsi,13431.8,2008.4,13386.1,23
烈阳新城,13425.5,2012.5,13358.0000000001,26
虚空峡谷,13422.2000000001,2004.8,13553.7999999999,19
NESCAFÉ,13422,2000.6,13465,19
Sony,13420.0000000001,2008.1,13583,23
滨河深渊,13416.1000000001,2007.7,13277.7999999999,20
IKEA,13413.9999999999,2012.6,13313,27
扭曲丛林,13413.5,2000.5,13324.6000000001,19
海盗湾,13401.2000000001,2013.2,13281.5999999999,28
Hyundai,13398.2,2017.6,13364,35
Kellogg's,13396.5,2013.9,13351,32
火,13395,2007.4,13437,20
Budweiser,13391.6000000001,2014.4,13299.7,31
影留教会,13389.8,2009.4,13337.1,23
Pepsi,13386.1,2008.3,13340.4,23
金,13383.8000000001,2016.4,13246.0999999999,32
Sony,13380.2,2007.7,13312.5999999999,21
NESCAFÉ,13379,2000.7,13422,19
海盗湾,13377.2,2015.7,13457.6000000001,33
Sony,13376.8,2002.7,13451.4000000001,18
虚空峡谷,13370.5999999999,2016.6,13302.5,33
火,13368.9000000002,2006.9,13174.7999999999,20
Volkswa祖安n,13364.7000000001,2014.3,13481.7999999999,31
Hyundai,13364,2017.5,13329.8,34
Kellogg's,13361.5000000001,2014.1,13442,32
J.P. Morgan,13361.1000000001,2014.7,13231.7999999999,33
烈阳新城,13358.0000000001,2012.4,13290.5,26
火,13353,2007.5,13395,20
Kellogg's,13351,2013.8,13305.5,30
瓦罗兰丛林,13347.9,2013.3,13243.6,29
弗雷尔卓德,13344.6999999995,2011.1,12758,25
Accenture,13342.5,2017.5,13168.2000000002,35
Pepsi,13340.4,2008.2,13294.7,23
影留教会,13337.1,2009.3,13284.4,23
NESCAFÉ,13336,2000.8,13379,19
Hyundai,13329.8,2017.4,13295.6,34
扭曲丛林,13324.6000000001,2000.4,13235.7,19
NESCAFÉ,13317,2009,13290.9,23
IKEA,13313,2012.5,13212.0000000001,27
Sony,13312.5999999999,2007.6,13245,20
火,13311,2007.6,13353,21
Kellogg's,13305.5,2013.7,13260,30
虚空峡谷,13302.5,2016.5,13234.4000000001,33
Sony,13302.2,2002.8,13376.8,18
Budweiser,13299.7,2014.3,13207.8,32
海盗湾,13296.8,2015.8,13377.2,32
Hyundai,13295.6,2017.3,13261.4,34
Pepsi,13294.7,2008.1,13249,24
NESCAFÉ,13293,2000.9,13336,19
SAP,13291.7999999999,2010.3,13113.2000000001,24
NESCAFÉ,13290.9,2008.9,13264.8,23
虚空峡谷,13290.5999999999,2004.9,13422.2000000001,19
烈阳新城,13290.5,2012.3,13223,26
影留教会,13284.4,2009.2,13231.7,23
海盗湾,13281.5999999999,2013.1,13162,28
Kellogg's,13281,2014.2,13361.5000000001,32
滨河深渊,13277.7999999999,2007.6,13139.5,22
虚空之地,13273.8999999999,2004.3,13033.6000000001,18
火,13269,2007.7,13311,22
召唤师起源,13268.9999999998,2014.6,13078.5,32
NESCAFÉ,13264.8,2008.8,13238.7,23
Hyundai,13261.4,2017.2,13227.2,34
NESCAFÉ,13260.6000000001,2009.1,13317,23
Kellogg's,13260,2013.6,13214.5,30
Sony,13256.9999999999,2008.2,13420.0000000001,24
NESCAFÉ,13250,2001,13293,19
Pepsi,13249,2008,13212.9,24
Volkswa祖安n,13247.5999999999,2014.4,13364.7000000001,32
金,13246.0999999999,2016.3,13108.4000000001,32
Sony,13245,2007.5,13177.4000000001,21
瓦罗兰丛林,13243.6,2013.2,13139.2999999999,29
NESCAFÉ,13238.7,2008.7,13212.6,23
扭曲丛林,13235.7,2000.3,13146.8,19
滨河裂缝 Vuitton,13234.5000000004,2004.7,12286.9999999991,19
虚空峡谷,13234.4000000001,2016.4,13166.3,33
J.P. Morgan,13231.7999999999,2014.6,13102.5,33
影留教会,13231.7,2009.1,13179,24
皎月教会,13229.9999999995,2008.7,14222.0000000009,24
Sony,13227.5999999999,2002.9,13302.2,18
Hyundai,13227.2,2017.1,13193,34
火,13227,2007.8,13269,22
海盗湾,13224,2017,13215.2,34
烈阳新城,13223,2012.2,13155.4999999999,26
海盗湾,13216.3999999999,2015.9,13296.8,32
海盗湾,13215.2,2016.9,13206.4,34
Kellogg's,13214.5,2013.5,13169,30
Pepsi,13212.9,2007.9,13176.8,23
NESCAFÉ,13212.6,2008.6,13186.5,24
IKEA,13212.0000000001,2012.4,13111,27
NESCAFÉ,13209.3,2001.1,13250,19
Budweiser,13207.8,2014.2,13115.8999999999,33
海盗湾,13206.4,2016.8,13197.6,34
NESCAFÉ,13204.2,2009.2,13260.6000000001,24
海盗湾,13203.3,2017.1,13224,35
Kellogg's,13200.5,2014.3,13281,33
海盗湾,13197.6,2016.7,13188.8,34
Volkswa祖安n,13196.7999999999,2013.8,12937.2000000001,31
Hyundai,13193,2017,13128.4000000001,35
海盗湾,13188.8,2016.6,13180,34
德玛西亚,13186.5999999999,2007.8,12917.9000000001,23
NESCAFÉ,13186.5,2008.5,13160.4,24
火,13185,2007.9,13227,24
海盗湾,13182.6,2017.2,13203.3,35
海盗湾,13180,2016.5,13171.2,34
影留教会,13179,2009,13128.3,24
Sony,13177.4000000001,2007.4,13109.8,21
Pepsi,13176.8,2007.8,13140.7,24
火,13174.7999999999,2006.8,12980.7000000001,20
海盗湾,13171.2,2016.4,13162.4,34
Kellogg's,13169,2013.4,13123.5,30
NESCAFÉ,13168.6,2001.2,13209.3,19
Accenture,13168.2000000002,2017.4,12993.8999999999,35
虚空峡谷,13166.3,2016.3,13098.2,33
海盗湾,13162.4,2016.3,13153.6,34
海盗湾,13162,2013,12940.5000000002,28
海盗湾,13161.9,2017.3,13182.6,35
NESCAFÉ,13160.4,2008.4,13134.3,24
虚空峡谷,13159,2005,13290.5999999999,19
烈阳新城,13155.4999999999,2012.1,13088,26
海盗湾,13153.6,2016.2,13144.8,32
Sony,13153,2003,13227.5999999999,18
NESCAFÉ,13147.8,2009.3,13204.2,24
扭曲丛林,13146.8,2000.2,13057.8999999999,19
海盗湾,13144.8,2016.1,13136,32
火,13143,2008,13185,25
火,13142,2014,13046.1000000001,33
海盗湾,13141.2,2017.4,13161.9,36
Pepsi,13140.7,2007.7,13104.6,23
滨河深渊,13139.5,2007.5,13001.2000000001,22
瓦罗兰丛林,13139.2999999999,2013.1,13035,29
海盗湾,13136,2016,13216.3999999999,32
NESCAFÉ,13134.3,2008.3,13108.2,24
Volkswa祖安n,13130.5,2014.5,13247.5999999999,32
Hyundai,13128.4000000001,2016.9,13063.8,35
影留教会,13128.3,2008.9,13077.6,24
NESCAFÉ,13127.9,2001.3,13168.6,19
Kellogg's,13123.5,2013.3,13078,30
海盗湾,13120.5,2017.5,13141.2,36
Kellogg's,13119.9999999999,2014.4,13200.5,33
Budweiser,13115.8999999999,2014.1,13024,33
Sony,13113.6,2003.1,13153,18
SAP,13113.2000000001,2010.2,12934.5999999998,24
IKEA,13111,2012.3,13010,27
Sony,13109.8,2007.3,13042.2,21
金,13108.4000000001,2016.2,12970.6999999999,33
NESCAFÉ,13108.2,2008.2,13082.1,25
Pepsi,13104.6,2007.6,13068.5,23
J.P. Morgan,13102.5,2014.5,12973.2000000001,33
海盗湾,13099.8,2017.6,13120.5,36
虚空峡谷,13098.2,2016.2,13030.0999999999,34
Sony,13094.0000000001,2008.3,13256.9999999999,25
NESCAFÉ,13091.3999999999,2009.4,13147.8,24
烈阳新城,13088,2012,13032.8000000001,26
NESCAFÉ,13087.2,2001.4,13127.9,19
NESCAFÉ,13082.1,2008.1,13056,25
海盗湾,13079.1,2017.7,13099.8,36
召唤师起源,13078.5,2014.5,12888.0000000002,34
Kellogg's,13078,2013.2,13032.5,30
影留教会,13077.6,2008.8,13026.9,24
Sony,13074.2,2003.2,13113.6,18
Pepsi,13068.5,2007.5,13032.4,23
Hyundai,13063.8,2016.8,12999.2,35
海盗湾,13058.4,2017.8,13079.1,36
扭曲丛林,13057.8999999999,2000.1,12969,19
NESCAFÉ,13056,2008,13045.4,26
NESCAFÉ,13053,2018,13013.8,37
NESCAFÉ,13046.5,2001.5,13087.2,19
火,13046.1000000001,2013.9,12950.2,33
NESCAFÉ,13045.4,2007.9,13034.8,25
Sony,13042.2,2007.2,12974.5999999999,21
Kellogg's,13039.5,2014.5,13119.9999999999,35
海盗湾,13037.7,2017.9,13058.4,36
NESCAFÉ,13035,2009.5,13091.3999999999,24
瓦罗兰丛林,13035,2013,12861.1000000002,29
Sony,13034.8,2003.3,13074.2,18
NESCAFÉ,13034.8,2007.8,13024.2,25
虚空之地,13033.6000000001,2004.2,12793.2999999998,18
烈阳新城,13032.8000000001,2011.9,12977.6,26
Kellogg's,13032.5,2013.1,12987,30
Pepsi,13032.4,2007.4,12996.3,22
虚空峡谷,13030.0999999999,2016.1,12962,33
影留教会,13026.9,2008.7,12976.2,25
暗影岛,13025.5999999997,2013.8,12363.9000000003,32
NESCAFÉ,13024.2,2007.7,13013.6,24
Budweiser,13024,2014,12983,34
海盗湾,13017,2018,13037.7,38
NESCAFÉ,13013.8,2017.9,12974.6,37
NESCAFÉ,13013.6,2007.6,13003,24
Volkswa祖安n,13013.4000000001,2014.6,13130.5,34
IKEA,13010,2012.2,12908.9999999999,27
NESCAFÉ,13005.8,2001.6,13046.5,19
NESCAFÉ,13003,2007.5,12992.4,24
滨河深渊,13001.2000000001,2007.4,12862.8999999999,23
Hyundai,12999.2,2016.7,12934.5999999999,35
Pepsi,12996.3,2007.3,12960.2,22
Sony,12995.4,2003.4,13034.8,18
Accenture,12993.8999999999,2017.3,12819.6000000001,36
火,12993.4000000001,2014.1,13142,34
NESCAFÉ,12992.4,2007.4,12981.8,24
Kellogg's,12987,2013,12895.1000000001,30
Budweiser,12983,2013.9,12942,34
NESCAFÉ,12981.8,2007.3,12971.2,23
火,12980.7000000001,2006.7,12786.5999999998,20
NESCAFÉ,12978.6000000001,2009.6,13035,24
烈阳新城,12977.6,2011.8,12922.4,26
影留教会,12976.2,2008.6,12925.5,25
NESCAFÉ,12974.6,2017.8,12935.4,37
Sony,12974.5999999999,2007.1,12907,21
J.P. Morgan,12973.2000000001,2014.4,12843.8999999999,34
NESCAFÉ,12971.2,2007.2,12960.6,22
金,12970.6999999999,2016.1,12833,34
扭曲丛林,12969,2000,12969,19
NESCAFÉ,12965.1,2001.7,13005.8,19
虚空峡谷,12962,2016,12823.6000000001,33
NESCAFÉ,12960.6,2007.1,12950,22
Pepsi,12960.2,2007.2,12924.1,23
Kellogg's,12959.0000000001,2014.6,13039.5,35
Sony,12956,2003.5,12995.4,18
火,12950.2,2013.8,12854.3,33
NESCAFÉ,12950,2007,12905.7,21
虚空峡谷,12948.7000000002,2005.1,13159,19
Gucci,12942,2018,12644.7000000003,39
Budweiser,12942,2013.8,12901,34
海盗湾,12940.5000000002,2012.9,12718.9999999999,28
Volkswa祖安n,12937.2000000001,2013.7,12677.5999999998,31
NESCAFÉ,12935.4,2017.7,12896.2,37
Hyundai,12934.5999999999,2016.6,12870,35
SAP,12934.5999999998,2010.1,12756,24
Sony,12930.9999999999,2008.4,13094.0000000001,25
影留教会,12925.5,2008.5,12874.8,25
NESCAFÉ,12924.4,2001.8,12965.1,19
Pepsi,12924.1,2007.1,12888,23
烈阳新城,12922.4,2011.7,12867.1999999999,26
NESCAFÉ,12922.2,2009.7,12978.6000000001,24
诺克萨斯,12922.0999999995,2006.1,12376,19
暗影之地,12920.0000000006,2015.8,14186.9999999994,33
德玛西亚,12917.9000000001,2007.7,12649.1999999998,25
Sony,12916.6,2003.6,12956,18
IKEA,12908.9999999999,2012.1,12808,27
Sony,12907,2007,12785.8000000001,22
NESCAFÉ,12905.7,2006.9,12861.4,21
Budweiser,12901,2013.7,12860,32
Volkswa祖安n,12896.2999999999,2014.7,13013.4000000001,34
NESCAFÉ,12896.2,2017.6,12857,37
Kellogg's,12895.1000000001,2012.9,12803.2,29
召唤师起源,12888.0000000002,2014.4,12697.4999999999,35
Pepsi,12888,2007,12868.2,23
NESCAFÉ,12883.7,2001.9,12924.4,19
火,12879.7000000002,2008.1,13143,26
Kellogg's,12878.5,2014.7,12959.0000000001,35
Sony,12877.2,2003.7,12916.6,18
影留教会,12874.8,2008.4,12824.1,26
Hyundai,12870,2016.5,12805.4000000001,35
Pepsi,12868.2,2006.9,12848.4,22
烈阳新城,12867.1999999999,2011.6,12812,26
NESCAFÉ,12865.8,2009.8,12922.2,24
滨河深渊,12862.8999999999,2007.3,12724.6000000001,24
NESCAFÉ,12861.4,2006.8,12817.1,21
瓦罗兰丛林,12861.1000000002,2012.9,12687.1999999999,30
Budweiser,12860,2013.6,12819,31
NESCAFÉ,12857,2017.5,12817.8,37
火,12854.3,2013.7,12758.3999999999,33
Pepsi,12848.4,2006.8,12828.6,22
火,12844.7999999999,2014.2,12993.4000000001,34
J.P. Morgan,12843.8999999999,2014.3,12714.6000000001,34
NESCAFÉ,12843,2002,12883.7,19
Sony,12837.8,2003.8,12877.2,18
金,12833,2016,12644.1000000002,34
Pepsi,12828.6,2006.7,12808.8,21
影留教会,12824.1,2008.3,12773.4,26
虚空峡谷,12823.6000000001,2015.9,12685.1999999999,33
Accenture,12819.6000000001,2017.2,12645.2999999998,36
Budweiser,12819,2013.5,12778,31
NESCAFÉ,12817.8,2017.4,12778.6,37
NESCAFÉ,12817.1,2006.7,12772.8,22
烈阳新城,12812,2011.5,12756.8000000001,26
NESCAFÉ,12809.3999999999,2009.9,12865.8,24
Pepsi,12808.8,2006.6,12789,20
IKEA,12808,2012,12713.5000000001,27
Hyundai,12805.4000000001,2016.4,12740.8,35
Kellogg's,12803.2,2012.8,12711.3,28
Sony,12798.4,2003.9,12837.8,18
Kellogg's,12798,2014.8,12878.5,34
虚空之地,12793.2999999998,2004.1,12553,18
NESCAFÉ,12792.3,2002.1,12843,19
Pepsi,12789,2006.5,12769.2,20
火,12786.5999999998,2006.6,12592.5,21
Sony,12785.8000000001,2006.9,12664.5999999999,23
Volkswa祖安n,12779.2000000001,2014.8,12896.2999999999,35
NESCAFÉ,12778.6,2017.3,12739.4,37
Budweiser,12778,2013.4,12737,31
影留教会,12773.4,2008.2,12722.7,26
NESCAFÉ,12772.8,2006.6,12728.5,22
Pepsi,12769.2,2006.4,12749.4,20
Sony,12768,2008.5,12930.9999999999,26
Sony,12759,2004,12798.4,18
火,12758.3999999999,2013.6,12662.5,32
弗雷尔卓德,12758,2011,12448.7000000003,25
烈阳新城,12756.8000000001,2011.4,12701.6,26
SAP,12756,2010,12691.0000000001,24
NESCAFÉ,12753,2010,12809.3999999999,25
Pepsi,12749.4,2006.3,12729.6,20
NESCAFÉ,12741.6,2002.2,12792.3,19
Hyundai,12740.8,2016.3,12676.2,35
NESCAFÉ,12739.4,2017.2,12700.2,37
虚空峡谷,12738.3999999999,2005.2,12948.7000000002,19
Budweiser,12737,2013.3,12696,31
Pepsi,12729.6,2006.2,12709.8,20
NESCAFÉ,12728.5,2006.5,12684.2,21
滨河深渊,12724.6000000001,2007.2,12586.2999999999,24
影留教会,12722.7,2008.1,12672,27
海盗湾,12718.9999999999,2012.8,12497.5000000001,29
Kellogg's,12717.4999999999,2014.9,12798,34
J.P. Morgan,12714.6000000001,2014.2,12585.2999999999,35
IKEA,12713.5000000001,2011.9,12619,27
Kellogg's,12711.3,2012.7,12619.3999999999,28
Pepsi,12709.8,2006.1,12690,20
烈阳新城,12701.6,2011.3,12646.4,26
NESCAFÉ,12700.2,2017.1,12661,36
召唤师起源,12697.4999999999,2014.3,12507.0000000001,35
火,12696.2000000001,2014.3,12844.7999999999,36
Budweiser,12696,2013.2,12655,31
SAP,12691.0000000001,2009.9,12626,25
NESCAFÉ,12690.9,2002.3,12741.6,19
Pepsi,12690,2006,12660.9,19
NESCAFÉ,12689.2000000001,2010.1,12753,25
瓦罗兰丛林,12687.1999999999,2012.8,12513.3000000001,30
虚空峡谷,12685.1999999999,2015.8,12546.8000000001,34
NESCAFÉ,12684.2,2006.4,12639.9,21
Volkswa祖安n,12677.5999999998,2013.6,12418,33
Hyundai,12676.2,2016.2,12611.5999999999,35
影留教会,12672,2008,12605.1000000001,27
Sony,12664.5999999999,2006.8,12543.4000000001,23
火,12662.5,2013.5,12566.6000000001,32
Volkswa祖安n,12662.0999999999,2014.9,12779.2000000001,35
NESCAFÉ,12661,2017,12646.6,36
Pepsi,12660.9,2005.9,12631.8,19
Budweiser,12655,2013.1,12614,31
德玛西亚,12649.1999999998,2007.6,12380.5,25
NESCAFÉ,12646.6,2016.9,12632.2,36
烈阳新城,12646.4,2011.2,12591.1999999999,26
Accenture,12645.2999999998,2017.1,12471,37
Gucci,12644.7000000003,2017.9,12347.3999999999,38
金,12644.1000000002,2015.9,12455.1999999999,34
NESCAFÉ,12640.2,2002.4,12690.9,19
NESCAFÉ,12639.9,2006.3,12595.6,21
Kellogg's,12637,2015,12717.4999999999,34
NESCAFÉ,12632.2,2016.8,12617.8,36
Pepsi,12631.8,2005.8,12602.7,19
SAP,12626,2009.8,12561,25
NESCAFÉ,12625.4,2010.2,12689.2000000001,25
烈阳新城,12621,2008,12560.2000000001,28
Kellogg's,12619.3999999999,2012.6,12527.5,28
IKEA,12619,2011.8,12524.5,27
NESCAFÉ,12617.8,2016.7,12603.4,36
火,12616.3999999999,2008.2,12879.7000000002,27
Budweiser,12614,2013,12539.8000000001,31
Hyundai,12611.5999999999,2016.1,12547,35
影留教会,12605.1000000001,2007.9,12538.2,26
Sony,12605.0000000001,2008.6,12768,26
NESCAFÉ,12603.4,2016.6,12589,36
Pepsi,12602.7,2005.7,12573.6,19
NESCAFÉ,12595.6,2006.2,12551.3,21
火,12592.5,2006.5,12398.4000000002,22
烈阳新城,12591.1999999999,2011.1,12536,26
NESCAFÉ,12589.5,2002.5,12640.2,19
NESCAFÉ,12589,2016.5,12574.6,36
滨河深渊,12586.2999999999,2007.1,12448,24
J.P. Morgan,12585.2999999999,2014.1,12456,35
NESCAFÉ,12574.6,2016.4,12560.2,36
Pepsi,12573.6,2005.6,12544.5,19
火,12566.6000000001,2013.4,12470.7,32
NESCAFÉ,12561.6,2010.3,12625.4,25
SAP,12561,2009.7,12495.9999999999,25
烈阳新城,12560.2000000001,2007.9,12499.4,27
NESCAFÉ,12560.2,2016.3,12545.8,36
Sony,12558.5000000002,2004.1,12759,19
虚空之地,12553,2004,12382.3000000002,19
NESCAFÉ,12551.3,2006.1,12507,21
火,12547.5999999999,2014.4,12696.2000000001,36
Hyundai,12547,2016,12421.6000000001,35
虚空峡谷,12546.8000000001,2015.7,12408.3999999999,34
NESCAFÉ,12545.8,2016.2,12531.4,36
Volkswa祖安n,12545,2015,12662.0999999999,35
Pepsi,12544.5,2005.5,12515.4,19
Kellogg's,12544.4000000001,2015.1,12637,34
Sony,12543.4000000001,2006.7,12422.1999999999,23
Budweiser,12539.8000000001,2012.9,12465.6,31
NESCAFÉ,12538.8,2002.6,12589.5,19
影留教会,12538.2,2007.8,12471.3,26
烈阳新城,12536,2011,12465.0000000001,26
NESCAFÉ,12531.4,2016.1,12517,36
虚空峡谷,12528.1000000001,2005.3,12738.3999999999,19
Kellogg's,12527.5,2012.5,12435.6000000001,28
IKEA,12524.5,2011.7,12429.9999999999,27
烈阳新城,12518.3000000001,2008.1,12621,28
NESCAFÉ,12517,2016,12491,36
Pepsi,12515.4,2005.4,12486.3,19
瓦罗兰丛林,12513.3000000001,2012.7,12339.3999999998,29
召唤师起源,12507.0000000001,2014.2,12316.4999999998,36
NESCAFÉ,12507,2006,12480.4,20
烈阳新城,12499.4,2007.8,12438.6,27
NESCAFÉ,12497.7999999999,2010.4,12561.6,25
海盗湾,12497.5000000001,2012.7,12275.9999999998,30
SAP,12495.9999999999,2009.6,12431,25
NESCAFÉ,12491,2015.9,12465,35
NESCAFÉ,12488.1,2002.7,12538.8,19
IKEA,12487,2010,12438.7,26
Pepsi,12486.3,2005.3,12457.2,20
NESCAFÉ,12480.4,2005.9,12453.8,20
影留教会,12471.3,2007.7,12404.3999999999,26
Accenture,12471,2017,12427.2,37
火,12470.7,2013.3,12374.8,32
Budweiser,12465.6,2012.8,12391.4,31
烈阳新城,12465.0000000001,2010.9,12394,25
NESCAFÉ,12465,2015.8,12439,35
Pepsi,12457.2,2005.2,12428.1,20
J.P. Morgan,12456,2014,12356.0000000001,35
金,12455.1999999999,2015.8,12266.3000000001,36
NESCAFÉ,12453.8,2005.8,12427.2,20
Kellogg's,12451.8,2015.2,12544.4000000001,34
弗雷尔卓德,12448.7000000003,2010.9,12139.3999999999,26
滨河深渊,12448,2007,12349.1000000001,24
Sony,12441.9999999999,2008.7,12605.0000000001,26
NESCAFÉ,12439,2015.7,12413,35
IKEA,12438.7,2009.9,12390.4,26
烈阳新城,12438.6,2007.7,12377.7999999999,27
NESCAFÉ,12437.4,2002.8,12488.1,19
J.P. Morgan,12437,2011,12424.7,27
Kellogg's,12435.6000000001,2012.4,12343.7,28
Volkswa祖安n,12434.1000000001,2015.1,12545,35
NESCAFÉ,12434,2010.5,12497.7999999999,25
SAP,12431,2009.5,12366.0000000001,25
IKEA,12429.9999999999,2011.6,12335.5,27
Pepsi,12428.1,2005.1,12399,20
Accenture,12427.2,2016.9,12383.4,37
NESCAFÉ,12427.2,2005.7,12400.6,20
J.P. Morgan,12424.7,2010.9,12412.4,27
IKEA,12424.6000000001,2010.1,12487,26
Sony,12422.1999999999,2006.6,12301,23
Hyundai,12421.6000000001,2015.9,12296.1999999999,36
Volkswa祖安n,12418,2013.5,12158.4000000002,33
烈阳新城,12415.6,2008.2,12518.3000000001,28
NESCAFÉ,12413,2015.6,12387,34
J.P. Morgan,12412.4,2010.8,12400.1,25
虚空峡谷,12408.3999999999,2015.6,12270,35
影留教会,12404.3999999999,2007.6,12337.5,26
NESCAFÉ,12400.6,2005.6,12374,20
J.P. Morgan,12400.1,2010.7,12387.8,25
火,12399,2014.5,12547.5999999999,36
Pepsi,12399,2005,12365.7,20
火,12398.4000000002,2006.4,12204.2999999999,22
烈阳新城,12394,2010.8,12323,26
Budweiser,12391.4,2012.7,12317.1999999999,31
IKEA,12390.4,2009.8,12342.1,26
J.P. Morgan,12387.8,2010.6,12375.5,25
NESCAFÉ,12387,2015.5,12361,34
NESCAFÉ,12386.7,2002.9,12437.4,19
Accenture,12383.4,2016.8,12339.6,37
虚空之地,12382.3000000002,2003.9,12211.5999999999,19
德玛西亚,12380.5,2007.5,12111.8000000002,25
烈阳新城,12377.7999999999,2007.6,12317,27
诺克萨斯,12376,2006,11984.5000000004,21
